14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,27,27,27,27,27,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,27,27
17,17,17,17,17,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,17,17,30,30,30,30,30,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,30,30
